Tagline,Rate,Rating,Level,Number_of_jobs,Category,Skills
"NimbleDirect, Quality Matters",,0,1,0,IT & Programming,"WordPress, PHP5, ASP.NET, Linux System Administration, English, Apache Administration"
"PHP/MySQL, Codeigniter, Javascript, Ajax, HTML5",$11,60,1,0,IT & Programming,"CSS, CSS3, DHTML, HTML, HTML5, Banner Ads, Brochure Design, Business Card Design, Graphic Design, Page Layout"
Front End Web Designer | Back End Web Developer,$9,0,2,0,IT & Programming,"Web Design, HTML5, HTML, CSS3, CSS, PHP5, Javascript, WordPress, Object Oriented PHP"
,,0,1,0,IT & Programming,"CSS, HTML, Data Entry, Article Writing, Copy Paste, story Writing, Article editing, Facebook, yahoo, google"
"Expert in writing, translating, etc..",$15,0,1,0,Writing & Translation,"Academic Writing, Adobe PDF, Arabic, Article Rewriting, Article curation, Astrology, Bengali, Blog Writing, Business Proposal Writing, Children's Writing"
"Trekking , hiking , Travel guides, Nepal",$22,0,1,0,Writing & Translation,"Trekking guides, In Nepal, Travel Tour, guide"
"Professional in online marketing,html,typing, etc.",$5,0,1,0,IT & Programming,"Blogs, Typing, Data entry, Internet Marketing, Microsoft Word, Business Writing, Customer Service, Web Services, Market Research, Report Writing"
,$7,0,1,0,Admin Support,"Computer Skills, Microsoft Word, Microsoft PowerPoint, Microsoft Excel"
,,0,1,0,Design & Multimedia,"Video Editing, Color Correction"
,,0,1,0,Design & Multimedia,3d Animation
,,0,1,0,Writing & Translation,"Content Writing, Online Writing, English, Creative Writing, Report Writing"
,$110,0,1,0,Design & Multimedia,web designing
,$11,0,1,0,IT & Programming,"Adobe Photoshop, Microsoft Excel, Microsoft Word, Computer Skills, WordPress"
,,0,1,0,Admin Support,"Administrative jobs, Social Media Marketing, Computer Skills, Customer Service, General Office Skills, Helpdesk, Microsoft Excel, Microsoft Outlook"
,$5,36,1,0,Writing & Translation,"Creative Writing, General Office Skills, English Grammar, Advertising, Email, Technical Writing, Call Center Skills, Public Relations, Accounting, Internet Marketing"
C# developer 2+ years,$23,0,1,0,IT & Programming,"Java, C++, C, JavaScript, SQL, OOP, XML, MySQL, Eclipse, Core Java"
Computer Engineer,$16,0,1,0,Admin Support,"Microsoft Word, Microsoft PowerPoint, HTML, Computer Skills, Artificial Intelligence, C, C++, CSS, DBMS, Database Management"
Freelance photographer/editor,,0,1,0,Design & Multimedia,"Adobe Photoshop, Adobe Illustrator, Adobe InDesign"
Expert Website designer and front-end coder,$9,0,2,0,IT & Programming,"Adobe Photoshop, HTML5, WordPress, Content Writing, bootstrap, css, css3, psd to html, fron-end coding, Twitter Bootstrap"
Online Entrepreneur,$9,0,1,1,Admin Support,"Microsoft Word, Microsoft PowerPoint, Microsoft Excel, Mind Mapping, Microsoft Project, Business Writing, Business Planning, Spanish, Translation Spanish English, E-mail marketing"
,,0,1,0,Engineering & Manufacturing,"SolidWorks, AutoCAD"
,,0,1,0,IT & Programming,"Adobe Photoshop, PHP5, HTML5, WordPress, Content Writing, Android, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, API Development"
Scala and java Developer.,$7,0,1,0,IT & Programming,"AJAX, API Development, Akka, Amazon S3, Amazon Web Services, C, C++, DBMS, DHTML, Eclipse"
,,0,1,0,IT & Programming,"C, C++, HTML, Java, MySQL Programming, Oracle Forms, SQL Programming"
,$5,36,1,0,IT & Programming,"WordPress, Magento, CSS3, HTML, Newsletter Writing, Search Engine Optimization (SEO), PSD to xHTML/CSS, Web Design, CSS, Web Development"
Virtual Assistant | Administrative Support,$6,0,1,0,Sales & Marketing,"Customer Service & Support, Customer Service &amp; Support"
"Business Analyst,Software Tester",$22,0,1,0,Writing & Translation,"Technical Writing, Requirement Analysis, Software Testing, Designing approach, planning document, Ms Office, Excel, Reporting, BRD, Test case"
Web Developer,$5,0,1,0,IT & Programming,"PHP5, HTML5, CSS, jQuery, MySQL Administration, PHP, Yii, Javascript"
,$27,0,1,0,Finance & Management,"Accounting, Job Costing, Cost accounting, Financial Analysis, Financial Statements, Financial Reporting, Corporate Finance, Financial Forecasting, Financial Accounting, Financial Writing"
,,0,1,0,IT & Programming,"PHP, ROR, Ruby"
Web designer,,0,1,0,IT & Programming,"HTML5, WordPress, Adobe Photoshop, Adobe Illustrator, CSS, CSS3, HTML, web designing, jquery, bootstrap"
Your wish is my command,,0,1,0,IT & Programming,"Python, Django, Flask, System Administration, Bash shell scripting, SQL Programming, Data Warehousing, Database, Extract, Content Writing"
,,0,1,0,Finance & Management,"Microsoft Office, Spreadsheets, Typing, Accounting, Accounts Payable Management, Accounts Receivable Management, Bank Reconciliation, Bookkeeping, Business Mathematics, Cost accounting"
,,0,1,0,Admin Support,"Android, Microsoft Excel, Microsoft Word, Computer Skills"
Social Media Marketing Expert,,60,1,0,Writing & Translation,"Microsoft Word, Computer Skills, English, Creative Writing, Email, Advertising, English Grammar, Academic Writing, Marketing, Customer Service"
,$11,0,1,0,IT & Programming,"Javascript, AJAX, ASP.NET, HTML, HTML5, JSON, jQuery, C#, Ms Sql Server, Webservices"
,$4,36,1,0,IT & Programming,"html, css, bootstrap, php, mysql"
i am able to work in word excel and power Point.,$5,0,1,0,Admin Support,"Microsoft Excel, Microsoft Word, Microsoft PowerPoint, BASIC, Administrative Support, Data Entry, Email, Time Management, Typing"
Expert in Facebook marketing and admin support.,$5,48,1,0,Admin Support,"Facebook Marketing, Social Media Marketing, Article Writing, Writing, Administrative Support"
data entry and accountancy,$11,0,1,0,Finance & Management,2 year in insurance company and 3 year at resturent.
IT student,$4,0,1,0,Admin Support,"Typing, Data Entry, Content Writing, Translation English Spanish, English Spelling, Customer Service, English, Microsoft Word, WordPress"
Web Development Expert,$16,0,1,0,IT & Programming,"Magento, WordPress, PHP5, jQuery, AJAX, Drupal 7, ASP.NET, XHTML, Javascript, CSS"
Expert Japanese Translator,$10,0,1,0,Writing & Translation,"Translation English Japanese, Translation Japanese English, TRANSLATION ENGLISH NEPALI JAPANESE, JLBT N1 TEST PASSED TWO TIMES"
Mechanical designer,$9,0,1,0,Engineering & Manufacturing,"AutoCAD, solidworks, 3D Modeling, ANSYS"
,$11,0,1,0,IT & Programming,"HTML5, PHP5, Content Writing, WordPress, HTML, MySQL Administration, Joomla!, CSS"
Loves Code,$15,0,2,0,Design & Multimedia,"Java, Javascript, jQuery, Bootstrap, Search Engine Optimization (SEO), Selenium, Apache Maven, Spring Framework, Hibernate, JDBC"
"INNOVATE, GRAB, LEAD",$11,0,1,0,IT & Programming,"Web Development, HTML5, WordPress, Search Engine Optimization (SEO), Adobe Photoshop, Adobe Dreamweaver, PHP"
Php Developer,$11,0,1,0,IT & Programming,"PHP5, HTML5, HTML, CSS, jQuery, Javascript, AJAX, Search Engine Optimization (SEO), Amazon EC2, AngularJS"
Yii / Wordpress / Codeigniter / Fuelphp /  Web Dev,$15,48,2,1,IT & Programming,"CodeIgniter, HTML5, PHP5, Javascript, Final Cut Pro X, fuelphp, Software Documentation, PHP, CSS, CSS3"
"Wordpress, Magento, Graphic Designer, Photoshop,",$5,0,1,0,IT & Programming,"Frontend Development, Magento, OpenCart, PSD to Wordpress, Virus Removal, Web Development, Woocommerce, WordPress, WordPress e-Commerce, Adobe Photoshop"
Professional-Efficient-Reliable,$5,0,2,0,Admin Support,"Calendar Management, Computer Skills, Data Entry, Helpdesk, Online Help, Order Entry, Order Processing, PDF Conversion, CSS, HTML5"
'Expert PHP Developer and WordPress Developer',$16,0,1,0,IT & Programming,"PHP, WordPress, HTML/CSS, Content Writing, MySQL Programming"
web development and marketing specialist,$16,0,1,0,IT & Programming,"Social Media Marketing, Search Engine Optimization (SEO), We provide web development, web design, web hosting, online business promotion"
,,0,1,0,Finance & Management,"Academic Writing, accountancy"
"Shresthabros, freelancer, web - graphic designer",$7,0,1,0,IT & Programming,"Web Services, Adobe Photoshop, Adobe Dreamweaver, HTML, HTML5, CSS, Adobe Flash"
Server specialist,$9,0,1,0,Design & Multimedia,"Active Directory, Data Entry, Email, Microsoft Office, Microsoft Outlook, Cisco, Cisco Routers, DHCP, DNS, Desktop Applications"
JVM Platform Programmer,$27,0,1,0,IT & Programming,"Java, Elasticsearch, Clojure, Scala, Groovy, MongoDB, Neo4j, Grails, Ruby on Rails"
,,0,1,0,IT & Programming,"PHP5, Adobe Photoshop, HTML5, Microsoft Excel, Microsoft Word, Computer Skills, Microsoft PowerPoint, CSS, HTML, MySQL Administration"
"Expert JavaScript Programmer, WebSite and Game Dev",$11,0,1,0,IT & Programming,"PHP5, Javascript, MySQL Administration, AJAX, CSS, HTML, Java, C++, Python, Game Programming"
Web Designer | Web Developer | Joomla Developer,$10,0,1,0,IT & Programming,"CSS, HTML, HTML5, Joomla!, PHP5"
,$11,0,1,0,Writing & Translation,"Adobe Photoshop, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Computer Skills, AutoCAD, Adobe InDesign, Content Writing, Technical Writing, Editing"
,$3,0,1,0,Writing & Translation,"Transcription, Data entry, Typing, Active Listening, Word Processing, Microsoft Office, Computer Skills, Administrative Support"
good typing skills,$11,36,1,0,Admin Support,"Computer Skills, i have good computer knowledge"
,,0,1,0,Design & Multimedia,"Adobe Photoshop Lightroom, Business Card Design, Photo Editing, Photography, Video Editing, Videography, Adobe Photoshop"
Expert on editing,$5,0,1,0,Writing & Translation,"Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Computer Skills, Editing"
"Adobe pagemaker, microsoft word, excel, powerpoint",$9,48,2,0,Admin Support,"Word Processing, Bookkeeping, Financial Accounting, Microsoft Excel, Adobe PageMaker"
SEO writing is Search Engine Optimization writing.,,0,1,0,Sales & Marketing,Search Engine Optimization (SEO)
,,0,1,0,IT & Programming,"Ruby on Rails, Database design, UML, Oracle Database"
Expert C# programmer and Asp .NET Mvc web develope,$4,36,1,0,IT & Programming,"CSS, Javascript, C#, Microsoft SQL Server Programming, AJAX, ASP.NET, .NET Framework, HTML5, jQuery, mvc"
wordpress programmer,$9,0,1,0,IT & Programming,"Css, PSD to HTML, HTML5, WordPress, Woocommerce, php, AJAX, jQuery, Bootstrap, Wordpress Plugin"
Skilled Graphic and Web Designers,$11,0,1,0,Design & Multimedia,"Graphic Design, Web Design, Web Development, Logo Design, Adobe Photoshop, Adobe Illustrator, Photography, Photo Editing, Vector Graphics, Adobe Lightroom"
,,0,1,0,Design & Multimedia,"Adobe Illustrator, Adobe Photoshop, Adobe InDesign"
,$11,0,1,0,Writing & Translation,"Content Writing, Resume Writing, Microsoft Word, Online Writing, English Grammar, English, Creative Writing, Writing"
expert web designer,$5,0,1,0,IT & Programming,"HTML5, WordPress, Android, Content Writing, Microsoft Excel, CSS3, PSD to HTML, Windows 8 Administration"
PhotoEditor,$27,0,1,0,Design & Multimedia,"Adobe Illustrator, Adobe Photoshop, 3dmax"
,,0,1,0,Sales & Marketing,".NET Framework, App Store, Data Cleansing, Data Engineering, Data Protection, Data Structures, Database, Database Administration, Facebook Development, Google App Engine"
Expert on writing,$16,0,1,0,Admin Support,"English, Travel Planning"
Data Entry Solution,$3,0,2,0,Admin Support,"Computer Skills, Microsoft Excel, Data Entry, Microsoft Word, English, Email"
,$16,0,1,0,Design & Multimedia,i want to design. i really love to innovate new designings.
,$55,0,1,0,IT & Programming,"Adobe Photoshop, HTML5, PHP5, Microsoft Excel, Content Writing, Online Writing, Computer Skills, English, WordPress, HTML"
,,36,2,0,IT & Programming,"Linux System Administration, Asterisk, Elastix, Mikrotik, RADIUS, VoIP, CentOS, OpenVZ, Network Administration, VPN"
"PHP,Wordpress,CMS,Design Website,WebApplication",$8,0,2,0,IT & Programming,"Adobe Photoshop, CSS, Wordpress, PHP, E-mail marketing, Facebook Marketing, HTML"
Expert Enterprise Solutions Provider,$30,0,1,0,IT & Programming,"AJAX, AMQP, API Development, API Documentation, Agile software developmennt, Akka, Amazon EC2, Amazon S3, Amazon Web Services, Android"
,,0,1,0,Writing & Translation,"Spanish, English, English Grammar, Email, Editing, General Office Skills, English Spelling"
"Nepal trek, Nepal trekking, Nepal Tour, Everest",,0,1,0,Sales & Marketing,"trekking, tours, hiking, jungle safari, rafting, best services"
Delivered on time,$20,0,1,0,IT & Programming,"PHP, WordPress, eCommerce Consulting, Joomla!, CSS, OOPS, XHTML, Drupal, Adobe Photoshop, Adobe Dreamweaver"
,$5,0,1,0,Design & Multimedia,"Adobe Photoshop, Adobe Illustrator, Adobe InDesign, Data Entry, Computer Skills"
UI/UX Developer,$9,0,1,0,IT & Programming,"web development, software developemnt, CSS3, WordPress, twitter-bootstrap, psd-to-html, HTML5"
"Quality of Work, Intime Completion",,0,1,0,Writing & Translation,"Visual Basic, XHTML, Microsoft Excel, Microsoft Word, Microsoft SQL Server Programming, MySQL Programming, VBA, C, C++, C#.Net"
Graphic designer expert in logo and business card,$13,0,1,0,Design & Multimedia,"Adobe Illustrator, Adobe Photoshop, Microsoft Excel, Search Engine Optimization (SEO), WordPress, HTML5, PHP5"
,$5,0,1,0,IT & Programming,"PHP5, jQuery, WordPress, CSS3, HTML, AJAX, XML, jvascript, Joomla!, Adobe Photoshop"
Machine Learning/NLP Expert,$33,0,1,0,IT & Programming,"Python, R, NLTK+, NLP, Apache Nutch, Apache Solr, Machine Learning, GenSim, Data Mining"
,$11,0,1,0,IT & Programming,"ASP.NET, CodeIgniter, ASP.NET MVC, Ext.net, SQL, CSS, Oracle 10g Programming, Windows Communication Foundation (WCF), SOAP"
article writer,,0,1,0,Writing & Translation,"Online Writing, English"
,,0,1,0,IT & Programming,"AngularJS, Spring Framework, Java, Javascript, CSS3, HTML, jQuery"
,$4,60,1,0,Writing & Translation,"Adobe Photoshop, Microsoft PowerPoint, Blog Commenting, Copy Editing, Distance Education, English, English Spelling, Translation English Hindi, Translation Hindi English, Word Processing"
,$11,0,1,0,IT & Programming,"Adobe Photoshop, WordPress, Content Writing, iPhone App Development, Android, Search Engine Optimization (SEO), Microsoft Excel"
,,0,1,0,IT & Programming,".NET Framework, ASP.NET, C#, Microsoft SQL Server Programming"
Expert Wordpress Developer,$13,0,1,0,IT & Programming,"WordPress, Content Writing, HTML5, CSS, jQuery, Javascript, MySQL Administration, Adobe Dreamweaver"
Expert Python Developer,,60,1,0,IT & Programming,"Data Mining, Amazon Web Services, AJAX, Blogs, Data Warehousing, Database, Database Programming, Django, HTML5, HTML"
Microsoft Certified Professional,$13,0,1,0,IT & Programming,"Data Migration, Microsoft Office, Network Administration, SQL Server Management Studio, Information Security, Windows 7, Banking, Customer Service, Email, Microsoft Excel"
Expert in C# programming and Mysql database,,60,1,0,IT & Programming,".NET Framework, ASP.NET, C#, MySQL Programming"
"Accounting, book keeping, reconciliation , ms word",$11,0,1,0,Finance & Management,"Accounting, Financial Reporting, Account Reconciliation, Financial Accounting, General Ledger, Cost Accounting, Fixed Assets, Financial Statements, Accounts Payable, Accounts Receivable"
"ITEngineer, Web programmer, Game and ios developer",$16,0,1,0,IT & Programming,".NET Framework, C#, Adobe Flash, Adobe Flex, Java, Amazon Web Services, Cisco, C++, Data Modeling, Mobile Programming"
,$4,0,1,0,IT & Programming,"PHP5, HTML5, Search Engine Optimization (SEO), Android, css"
Expert IOS/Web/Software Developer,$27,0,1,0,IT & Programming,"iPhone App Development, Android, Java, MySQL Administration, WordPress, CSS, HTML, Joomla!, Javascript, AJAX"
,,0,1,0,Writing & Translation,"Microsoft Word, Microsoft PowerPoint, Creative Writing, Report Writing, Technical Writing, Academic Writing, Content Writing, Speech Writing, Feature Writing, Fiction Writing"
,$7,0,1,0,Design & Multimedia,"Web Design, Internet Marketing, Typing, Logo Design, Affiliate Marketing"
,$16,0,1,0,IT & Programming,"Automation, Compiler, Web Development, Web Programming, Adobe Photoshop, Web Content Management"
,$7,0,1,0,Writing & Translation,"Content Writing, Computer Skills, English, Online Writing, Data Entry, Microsoft Word, Microsoft PowerPoint, Copywriting"
Professiona Creative and Academic Writer,$3,55,1,0,Writing & Translation,"Content Writing, Online Writing, Creative Writing, Business Writing, Technical Writing, Report Writing, Writing, Editing, Academic writing, Blog post"
"3d modeler, 3d rendered, 2d graphic designer",$11,0,1,0,Design & Multimedia,"I have much skills in VFX., 3d modeling, 3D, 3D Modeling, 3ds Max, Photo Editing, Logo Design, Graphic Design"
"Front End Developer, Graphic Designer, UI Designer",$7,0,2,0,Design & Multimedia,"Web Design, Graphic Design, Logo Design, Adobe Photoshop, Adobe InDesign, Adobe Dreamweaver, CSS, HTML"
Expert Logo Designer,$5,60,6,5,Design & Multimedia,"Adobe Illustrator, Adobe InDesign, CorelDraw, Graphic Design, CSS3, HTML5, Adobe Photoshop"
,,0,1,0,Sales & Marketing,"WordPress, Content Writing, Search Engine Optimization (SEO), Search Engine Marketing (SEM), Design, css"
PHP,$12,0,1,0,IT & Programming,"PHP, SQL, Web Development, Web Programming, WordPress, jQuery, Laravel Framework, Symfony"
Highly experienced typist,$3,0,1,0,Admin Support,"Data Entry, Virtual Assistant, Research, Administrative Support, Transcription, Typing, Bulk Mailing"
"Data entry, Microsoft Office, Research, VA",,55,7,6,Admin Support,"Microsoft Excel, Web Research & Data Entry, Bookkeeping, Microsoft Word, Accounting, Customer Service, Email Etiquette, Computer Skills, Transcription & Typing, Time Management"
WordPress Enthusiast,$22,60,7,5,Design & Multimedia,"WordPress, PHP5, HTML5"
,$4,0,1,0,Writing & Translation,"Microsoft Excel, Microsoft Word"
,,0,1,0,IT & Programming,"WordPress, Microsoft Excel, Microsoft Word, Computer Skills, HTML5, CSS, PHP5, Web Design, Adobe Illustrator"
"Motion Graphic Designer, Flash, Info-graphic video",$27,55,4,6,Design & Multimedia,"Adobe After Effects, Adobe Photoshop, Adobe Flash, Animation, explanation, ActionScript, Cartooning, 3d Animation, Adobe Fireworks, Adobe Illustrator"
Java coder,,0,1,0,Admin Support,"C#, Data Analytics, Data Modeling, Data Protection, Data Structures, Database, Database Programming, HTML, IT Management, Internet Information Services (IIS)"
,$9,0,1,0,Writing & Translation,"Content Writing, English, Online Writing"
Complete IT services provider,$8,0,2,0,IT & Programming,"WordPress, Content Writing, Online Writing, PHP5, .NET Framework, C#, Creative Writing, Web Design, Content Management System, Web Development"
Visuab basicer,$10,0,1,0,Admin Support,"Microsoft Word, Microsoft PowerPoint, Computer Skills, Visual basic, Data management using software, Graphics Design, Excel"
,$329,0,1,0,Writing & Translation,"Content Writing, Online Writing"
"I work to learn and learn to work, Its my passion!",$8,0,1,0,Admin Support,"Data Entry, Data Analytics, BPO Call Center, Call Center Skills, HTML, Adobe Illustrator, Adobe Illustrator CS6, Adobe Photoshop, Adobe Photoshop CS6, Adobe Photoshop Lightroom"
data assigner surveyor,,0,1,0,Writing & Translation,"Microsoft Excel, Microsoft PowerPoint, Computer Skills, Microsoft Word, Data Entry, Speech Writing, Research Papers, Internet Research, Photo Editing, Adobe PDF"
Expert Web Developer,$5,0,1,0,IT & Programming,"jQuery, PHP, MySQL, HTML, CSS, HTML5, JavaScript, AJAX, Web Applications, WordPress"
,,0,1,0,Design & Multimedia,"Adobe Photoshop, Adobe Illustrator, 3D Modeling, Adobe After Effects, Adobe Illustrator CS6, Adobe Photoshop CS6, Adobe Premiere, Video Editing, Autodesk Maya, Logo Design"
Graphic and UX Designer,$5,0,1,0,Design & Multimedia,"Photoshop, Html Css"
Content Writer (Dedicated &amp  Focused),$7,0,1,0,Design & Multimedia,"Desktop Support, Network Administration, Graphic Design, Web Design, Content Writing, fine skill typing with microsoft word &amp; content writing too."
Web Developer,$13,0,1,0,IT & Programming,"PHP, HTML, CSS, Javascript, Java"
,$12,60,1,0,Design & Multimedia,"sap business one, sap b1, Microoft office, Adobe Photoshop"
pracas,$16,0,1,0,IT & Programming,"C, C++, Python, php/wordpress, MySQL Programming, Node.js, OpenGL, PHP, cPanel"
Marketing,$5,0,1,0,Admin Support,"Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Adobe Photoshop, Content Writing, Report Writing, Creative Writing, English, Online Writing"
,,0,1,0,Admin Support,"Java, Javascript, HTML5, CSS3, PHP5, Android, MySQL Programming, SQLite Programming, C++, C"
web developer,$11,0,1,0,IT & Programming,"PHP, CSS, Drupal, HTML, HTML5, Joomla!, PHP5, WordPress"
,,0,1,0,Admin Support,"Microsoft Excel, Content Writing, Data Entry, Typing"
Freelancer SEO / PPC / Analytics,$11,0,2,0,Sales & Marketing,"Search Engine Optimization (SEO), Google AdWords, Google Analytics"
Expert Android Developer and Web developer,$5,0,1,0,IT & Programming,"Search Engine Optimization (SEO), PHP5, HTML, xml Web Services, Hadoop, Object Oriented Programming (OOP), CSS, HTML5, Android App Development, JavaServer Faces (JSF)"
,$16,0,1,0,IT & Programming,"HTML5, CSS, HTML, jQuery, Adobe Photoshop, Adobe Dreamweaver, Web Design, MySQL Administration, Javascript, Search Engine Optimization (SEO)"
writer,$10,0,1,0,Writing & Translation,Copywriting
,,0,1,0,IT & Programming,"Cisco Certified Network Associate (CCNA), Core Java, HTML, Java, Network Administration, Object Oriented PHP, Object Oriented Programming (OOP), PHP, Python, Ruby"
,$13,0,1,0,IT & Programming,"C, C++, Php, CSS, Html, Mysql, Javascript"
,$14,0,1,0,IT & Programming,"Web Design, Web Development, Responsive Web Design, Joomla!, CSS, HTML, Javascript, Python, Django"
,$110,0,1,0,Admin Support,"Microsoft Word, data entry, excell, Email"
,$11,0,1,0,IT & Programming,"Data Structures, Data Warehousing, SQL Programming, PHP5, Adobe Photoshop, HTML5, WordPress, Android, Java, MySQL Administration"
Senior JavaEE Engineer,$16,60,4,0,IT & Programming,"C++, Java, Hibernate, ActionScript, Javascript, C, Spring Framework, JDBC Programming, JPA, Maven"
,$3,0,1,0,Design & Multimedia,"Internet Marketing, Social Media Marketing, ENGLISH TO NEPALI, ENGLISH TO HINDI, Nepali voice over"
,,0,1,0,Engineering & Manufacturing,"Content Writing, Computer Skills, English, English Spelling, English Grammar, AutoCAD, Civil Engineering, Microsoft Office SharePoint Server"
,,0,1,0,Design & Multimedia,"Microsoft Word, Editing, logo designing, social networking, banner designing, marketing, advertising, management skill, english, typing"
ady,,0,1,0,Design & Multimedia,"Content Writing, Adobe Photoshop, business card designing, Microsoft Excel, Microsoft PowerPoint"
"'Management' , 'Writing'",$10,0,2,0,Finance & Management,"Economics, Mathematics, Accounting, Bookkeeping, Accounts Receivable Management, Microsoft PowerPoint"
"Wordpress Designer, Web Designer",$5,0,1,0,IT & Programming,wordpressl
"data entry email, internet base",$11,0,1,0,IT & Programming,"Data Entry, email posting, file manage, English Spelling"
"Expert Cisco and Linux, windows server,firewall",$22,0,1,0,IT & Programming,"Unix, Linux System Administration, Microsoft Certified Information Technology Professional (MCITP), VMware Administration, VMware ESX Server, Windows server Administration, Cisco Certified Network Associate (CCNA), Apache Administration, Bacula, CentOS"
"Microsoft Excel,Power Point, Word, Photoshop",$5,0,2,0,IT & Programming,"Microsoft Excel, Microsoft Word, Accounting, Business Analysis, Bookkeeping, Financial Statements, Data Entry, Financial Accounting, Microsoft PowerPoint, Adobe Photoshop"
,,48,1,0,Writing & Translation,"I am a blog writer and I write blogs. Also, i am a C and C++ programmer."
"Web, Mobile App Developer",$60,36,13,53,IT & Programming,"WordPress, Node.js, PHP, CSS, Javascript, jQuery, Amazon Web Services, Drupal, PHP5, XML"
,$16,0,1,0,IT & Programming,"ASP.NET, Adobe Photoshop, WordPress, PHP, CSS, Social Media Marketing, Social Networking Development, Facebook Development, MySQL Administration, Photography"
Best Way Manage,$9,0,1,0,IT & Programming,"PHP5, HTML5, Search Engine Optimization (SEO), iPhone App Development, Android"
"Web developer, wordpress developer, advertising",$7,48,1,0,IT & Programming,"I am a freelance writer and SEO, I am an IT programmer, I am web developer, I am wordpress developer, I am Joomla developer, I am a professional advertiser, and many more"
"Virtual Services, eCommerce, data mining",$3,0,1,2,Admin Support,"Microsoft Excel, Web scraping, Internet Research, Virtual Assistant, Accounting, Bookkeeping, Bank Reconciliation, Transcription, Content Writing"
"Project Management, Advertising, Business plan",,0,1,0,Finance & Management,"Business Analysis, Business Planning, Business Writing, Marketing, Management Skills, Project Management"
""" Expert computer programmer""",$22,0,1,0,IT & Programming,"PHP, HTML5, Search Engine Optimization (SEO), HTML, MySQL Administration, Javascript, CSS, Joomla!, WordPress, .NET Framework"
,$11,0,1,0,IT & Programming,"Android, Java, PHP"
,$9,0,1,0,Writing & Translation,"Information Management, Microsoft Word, Microsoft PowerPoint, Adobe Photoshop"
,$11,0,1,0,IT & Programming,"Android, html, iPhone App Development, Objective-C, JSON, SQLite Programming"
"Expert in PHP5, HTML5,MYSQL, WORDPRESS,JOOMLA,SEO",$5,0,1,0,IT & Programming,"PHP5, WordPress, Search Engine Optimization (SEO), HTML5, MySQL Administration, CSS, Joomla!, Javascript"
,$11,0,1,0,Writing & Translation,Writing
,,0,1,0,Admin Support,data entry
Graphic Desginer & Artist,$16,0,1,0,Design & Multimedia,"Adobe Freehand, Adobe Illustrator CS6, Adobe InDesign CS6, Adobe Photoshop CS6, Adobe Photoshop Lightroom, Banner Ads, Brochure Design, Business Card Design, Cartooning, Computer Graphics"
"data entry,  internet research, web research",$3,0,1,0,Admin Support,"Data Entry, internet research, web research data entry, sports writing, leads generation, Sports Writing"
,$5,0,1,0,IT & Programming,"Microsoft Excel, Microsoft PowerPoint, Computer Skills, PHP5, HTML5, MySQL Administration, HTML, CSS, Account Management, Marketing"
iOS Enthusiast,,0,1,0,IT & Programming,"iPhone App Development, Objective-C, C, C++, OOPS, Swift, Zoho CRM, iBeacon, iOS 7, iOS Development"
,$66,0,1,0,IT & Programming,"Desktop Support, Website Audit, Vulnerability Assessment, Windows Server and Active Directory, Static Code Analysis, Windows Network Load Balance, Windows Server 2003 and 2008, Windows 7 and 8, Remote Desktop Support, Moodle LMS"
,$11,0,1,0,Writing & Translation,"Article Writing, Content Writing, Copy Writing"
Exert to typing and Graphic Designer,$5,0,1,0,Writing & Translation,"Adobe Photoshop, Microsoft Excel, Content Writing, English, Online Writing"
,,48,1,0,IT & Programming,"Microsoft Excel, Adobe Photoshop, Content Writing, WordPress"
Expert in Photoshop!!,$33,0,1,0,Design & Multimedia,"Adobe Photoshop, Adobe Illustrator, Adobe InDesign, Photography, Computer Skills"
,$22,0,1,0,Writing & Translation,"HTML, Content Writing, Creative Writing, English, English Grammar, English Spelling, Essay Writing, Letter Writing, Microsoft Word, Newsletter Writing"
Expert Database developer and administrator,,0,1,0,IT & Programming,"Data Cleansing, Database, Database Administration, Database Programming, Desktop Applications, Desktop Support, FTP, Microsoft Access Administration, Microsoft Access Programming, Microsoft SQL Server Administration"
Web design agency,$11,60,1,0,Design & Multimedia,"webdesign, WordPress, CSS, HTML, HTML5, CSS3, XHTML, psdtoxhtml, Search Engine Optimization (SEO)"
Digitize Advertize Monetize,$5,0,2,0,Sales & Marketing,"Facebook Marketing, Internet Marketing, Google+, Data Entry, Facebook, Twitter, Social Media Marketing, Twitter Marketing"
"free article writer, medical information, basic",$5,0,1,0,Writing & Translation,"Content Writing, Helpdesk, Microsoft Outlook, Microsoft PowerPoint, Microsoft Excel, General Office Skills, Project Management"
web and desktop application programmer,$5,60,1,0,IT & Programming,amit
,,0,1,0,IT & Programming,programming
Expert in Finance and Accounting,$11,0,1,0,Finance & Management,"Microsoft Word, Microsoft PowerPoint, Microsoft Excel, Stock Management, Tax Preparation, General Office Skills, Accounting, Accounts Payable Management, Bookkeeping, Business Management"
,,0,1,0,Admin Support,Data Entry
online advertising specialist,$27,0,1,0,Sales & Marketing,"Typing, Microsoft Word, Computer Skills, C, Drawing, Microsoft PowerPoint, SketchUp, Sketching, English Spelling, Account Management"
